"","ISO3","Country_Name","Year","High_Mult","Low_Mult"
"240","IDN","Indonesia",2020,1.02780461681316,0.967780075481822
"241","IDN","Indonesia",2020,1.03035337538886,0.967561768423485
"242","IDN","Indonesia",2020,1.01499058048421,0.983411659586983
"243","IDN","Indonesia",2020,1.01909805996133,0.977736197849119
"244","IDN","Indonesia",2020,1.02052752670208,0.96887014697599
"245","IDN","Indonesia",2020,1.01168134561774,0.983527506541905
"246","IDN","Indonesia",2020,1.01467758584769,0.982966440323308
"247","IDN","Indonesia",2020,1.02336129534519,0.975237429345173
"248","IDN","Indonesia",2020,1.01683174398956,0.98106700742657
"249","IDN","Indonesia",2020,1.01311039679336,0.983805637364933
"250","IDN","Indonesia",2020,1.02518248263922,0.965606082723771
"251","IDN","Indonesia",2020,1.04551869686939,0.949470142165778
"252","IDN","Indonesia",2020,1.02170804850355,0.975431010426592
"253","IDN","Indonesia",2020,1.01684188065973,0.978637046454844
"254","IDN","Indonesia",2020,1.06572407294241,0.931593754188697
"255","IDN","Indonesia",2020,1.03657262395025,0.956386872167409
"256","IDN","Indonesia",2020,1.03715463044101,0.962407195791151
"257","IDN","Indonesia",2020,1.03245051246314,0.960145911478148
"258","IDN","Indonesia",2020,1.04131679587876,0.94997227309306
"259","IDN","Indonesia",2020,1.03337559668903,0.959392536625496
"260","IDN","Indonesia",2020,1.02381734612449,0.973653464886245
"261","IDN","Indonesia",2020,1.0325113337613,0.962394619767247
"262","IDN","Indonesia",2020,1.03671847333443,0.958309985786495
"263","IDN","Indonesia",2020,1.02672255003657,0.970633448689852
"264","IDN","Indonesia",2020,1.04663601926092,0.944940329188049
"265","IDN","Indonesia",2020,1.02498207873101,0.972235326483872
"266","IDN","Indonesia",2020,1.03309511505991,0.966726992695945
"267","IDN","Indonesia",2020,1.02018231616574,0.973543414033043
"268","IDN","Indonesia",2020,1.02784774639278,0.968826880962449
"269","IDN","Indonesia",2020,1.02368881739466,0.979491432885514
"270","PHL","Philippines",2020,1.10450963597228,0.885653458680728
"271","PHL","Philippines",2020,1.09503410217445,0.881103643427366
"272","PHL","Philippines",2020,1.10420112070927,0.888684580370288
"273","PHL","Philippines",2020,1.10882964092553,0.897178820906899
"274","PHL","Philippines",2020,1.09847960431873,0.914302913875512
"275","PHL","Philippines",2020,1.09917223530924,0.894232319073988
"276","PHL","Philippines",2020,1.11390468045732,0.880775354953927
"277","PHL","Philippines",2020,1.11588565549332,0.877535885905195
"278","PHL","Philippines",2020,1.11434711031718,0.87248281859107
"279","PHL","Philippines",2020,1.081536652121,0.901333752519558
"280","PHL","Philippines",2020,1.12946373032623,0.865611413443796
"281","PHL","Philippines",2020,1.10644961291898,0.873731162192102
"282","PHL","Philippines",2020,1.09480350201074,0.90924308673413
"283","PHL","Philippines",2020,1.08909330301396,0.901213822930565
"284","PHL","Philippines",2020,1.10095919100098,0.904955334270536
"285","PHL","Philippines",2020,1.07288614576054,0.921979230236728
"286","PHL","Philippines",2020,1.08414438859153,0.912411072142324
"287","PHL","Philippines",2020,1.11139308714642,0.888420340582019
